sample,mutation_count,min_distance,location,max_distance,s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,seed
S40,612,34.20526275,edge,280.7222827,0,0.3,0,1,0.6,8,16
S41,632,24.08318916,edge,280.7222827,0,0.3,0,1,0.6,8,16
S42,738,2.828427125,edge,280.7222827,0,0.3,0,1,0.6,8,16
S43,701,8.062257748,edge,280.7222827,0,0.3,0,1,0.6,8,16
S44,662,14.86606875,edge,280.7222827,0,0.3,0,1,0.6,8,16
S45,650,19.31320792,edge,280.7222827,0,0.3,0,1,0.6,8,16
S46,687,12.72792206,edge,280.7222827,0,0.3,0,1,0.6,8,16
S47,700,3.16227766,edge,280.7222827,0,0.3,0,1,0.6,8,16
S1,715,5.385164807,edge,281.4284989,0,0.3,0,1,0.6,8,17
S2,601,15.65247584,edge,281.4284989,0,0.3,0,1,0.6,8,17
S3,622,24.35159132,edge,281.4284989,0,0.3,0,1,0.6,8,17
S4,646,29.06888371,edge,281.4284989,0,0.3,0,1,0.6,8,17
S5,698,21.47091055,edge,281.4284989,0,0.3,0,1,0.6,8,17
S6,735,12.08304597,edge,281.4284989,0,0.3,0,1,0.6,8,17
S7,648,17.49285568,edge,281.4284989,0,0.3,0,1,0.6,8,17
S8,550,35.22782991,edge,281.4284989,0,0.3,0,1,0.6,8,17
S9,577,47.41307836,edge,281.4284989,0,0.3,0,1,0.6,8,17
S10,567,52.77309921,edge,281.4284989,0,0.3,0,1,0.6,8,17
S11,621,43.8634244,edge,281.4284989,0,0.3,0,1,0.6,8,17
S12,686,29.69848481,edge,281.4284989,0,0.3,0,1,0.6,8,17
S13,734,9.055385138,edge,281.4284989,0,0.3,0,1,0.6,8,17
S14,587,26.47640459,edge,281.4284989,0,0.3,0,1,0.6,8,17
S15,571,47.42362281,edge,281.4284989,0,0.3,0,1,0.6,8,17
S16,533,68.8839604,edge,281.4284989,0,0.3,0,1,0.6,8,17
S17,541,75.13321503,center,281.4284989,0,0.3,0,1,0.6,8,17
S18,567,62.24146528,edge,281.4284989,0,0.3,0,1,0.6,8,17
S19,629,39.81205847,edge,281.4284989,0,0.3,0,1,0.6,8,17
S20,657,17.72004515,edge,281.4284989,0,0.3,0,1,0.6,8,17
S21,684,8.544003745,edge,281.4284989,0,0.3,0,1,0.6,8,17
S22,586,31.57530681,edge,281.4284989,0,0.3,0,1,0.6,8,17
S23,563,55.10898293,edge,281.4284989,0,0.3,0,1,0.6,8,17
S24,530,78.77182237,center,281.4284989,0,0.3,0,1,0.6,8,17
S25,531,88.54377448,center,281.4284989,0,0.3,0,1,0.6,8,17
S26,542,68.26419266,edge,281.4284989,0,0.3,0,1,0.6,8,17
S27,591,44.40720662,edge,281.4284989,0,0.3,0,1,0.6,8,17
S28,689,20.88061302,edge,281.4284989,0,0.3,0,1,0.6,8,17
S29,574,25.96150997,edge,281.4284989,0,0.3,0,1,0.6,8,17
S30,571,46.61544808,edge,281.4284989,0,0.3,0,1,0.6,8,17
S31,580,62.64982043,edge,281.4284989,0,0.3,0,1,0.6,8,17
S32,512,66.21178143,edge,281.4284989,0,0.3,0,1,0.6,8,17
S33,569,58.1893461,edge,281.4284989,0,0.3,0,1,0.6,8,17
S34,620,36.67424164,edge,281.4284989,0,0.3,0,1,0.6,8,17
S35,702,14.86606875,edge,281.4284989,0,0.3,0,1,0.6,8,17
S36,603,13.89244399,edge,281.4284989,0,0.3,0,1,0.6,8,17
S37,582,30.88689042,edge,281.4284989,0,0.3,0,1,0.6,8,17
S38,574,40.52159918,edge,281.4284989,0,0.3,0,1,0.6,8,17
S39,603,42.95346319,edge,281.4284989,0,0.3,0,1,0.6,8,17
S40,592,35.44009029,edge,281.4284989,0,0.3,0,1,0.6,8,17
S41,699,25.55386468,edge,281.4284989,0,0.3,0,1,0.6,8,17
S42,819,7.211102551,edge,281.4284989,0,0.3,0,1,0.6,8,17
S43,653,9.219544457,edge,281.4284989,0,0.3,0,1,0.6,8,17
S44,631,18.35755975,edge,281.4284989,0,0.3,0,1,0.6,8,17
S45,677,19.92485885,edge,281.4284989,0,0.3,0,1,0.6,8,17
S46,671,12.64911064,edge,281.4284989,0,0.3,0,1,0.6,8,17
S47,747,5,edge,281.4284989,0,0.3,0,1,0.6,8,17
S1,743,6.708203932,edge,277.8938646,0,0.3,0,1,0.6,8,18
S2,652,15.5241747,edge,277.8938646,0,0.3,0,1,0.6,8,18
S3,630,23.34523506,edge,277.8938646,0,0.3,0,1,0.6,8,18
S4,584,28.86173938,edge,277.8938646,0,0.3,0,1,0.6,8,18
S5,564,21.9317122,edge,277.8938646,0,0.3,0,1,0.6,8,18
S6,581,12.36931688,edge,277.8938646,0,0.3,0,1,0.6,8,18
S7,667,17.88854382,edge,277.8938646,0,0.3,0,1,0.6,8,18
S8,608,35.77708764,edge,277.8938646,0,0.3,0,1,0.6,8,18
S9,576,47.07440918,edge,277.8938646,0,0.3,0,1,0.6,8,18
S10,523,51.88448708,edge,277.8938646,0,0.3,0,1,0.6,8,18
S11,544,42.94182111,edge,277.8938646,0,0.3,0,1,0.6,8,18
S12,574,28.17800561,edge,277.8938646,0,0.3,0,1,0.6,8,18
S13,604,7.071067812,edge,277.8938646,0,0.3,0,1,0.6,8,18
S14,616,28.46049894,edge,277.8938646,0,0.3,0,1,0.6,8,18
S15,572,50.53711507,edge,277.8938646,0,0.3,0,1,0.6,8,18
S16,542,68.81860214,edge,277.8938646,0,0.3,0,1,0.6,8,18
S17,521,74,center,277.8938646,0,0.3,0,1,0.6,8,18
S18,519,60.41522987,edge,277.8938646,0,0.3,0,1,0.6,8,18
S19,530,39.2173431,edge,277.8938646,0,0.3,0,1,0.6,8,18
S20,567,15.8113883,edge,277.8938646,0,0.3,0,1,0.6,8,18
S21,670,8.94427191,edge,277.8938646,0,0.3,0,1,0.6,8,18
S22,633,30.6757233,edge,277.8938646,0,0.3,0,1,0.6,8,18
S23,562,53.93514624,edge,277.8938646,0,0.3,0,1,0.6,8,18
S24,540,76.55716818,center,277.8938646,0,0.3,0,1,0.6,8,18
S25,531,84.59905437,center,277.8938646,0,0.3,0,1,0.6,8,18
S26,510,63.60031446,edge,277.8938646,0,0.3,0,1,0.6,8,18
S27,536,41.14608122,edge,277.8938646,0,0.3,0,1,0.6,8,18
S28,571,19.23538406,edge,277.8938646,0,0.3,0,1,0.6,8,18
S29,616,23.08679276,edge,277.8938646,0,0.3,0,1,0.6,8,18
S30,575,45.88027899,edge,277.8938646,0,0.3,0,1,0.6,8,18
S31,541,59.23681288,edge,277.8938646,0,0.3,0,1,0.6,8,18
S32,523,64.25729531,edge,277.8938646,0,0.3,0,1,0.6,8,18
S33,502,52.81098371,edge,277.8938646,0,0.3,0,1,0.6,8,18
S34,639,34,edge,277.8938646,0,0.3,0,1,0.6,8,18
S35,670,11.66190379,edge,277.8938646,0,0.3,0,1,0.6,8,18
S36,665,13.03840481,edge,277.8938646,0,0.3,0,1,0.6,8,18
S37,614,28.17800561,edge,277.8938646,0,0.3,0,1,0.6,8,18
S38,574,36.76955262,edge,277.8938646,0,0.3,0,1,0.6,8,18
S39,578,41.01219331,edge,277.8938646,0,0.3,0,1,0.6,8,18
S40,579,31.06444913,edge,277.8938646,0,0.3,0,1,0.6,8,18
S41,648,20.61552813,edge,277.8938646,0,0.3,0,1,0.6,8,18
S42,719,6.403124237,edge,277.8938646,0,0.3,0,1,0.6,8,18
S43,646,14.4222051,edge,277.8938646,0,0.3,0,1,0.6,8,18
S44,599,17.02938637,edge,277.8938646,0,0.3,0,1,0.6,8,18
S45,659,12.04159458,edge,277.8938646,0,0.3,0,1,0.6,8,18
S1,701,6.08276253,edge,280.7222827,0,0.3,0,1,0.6,8,19
S2,719,16.64331698,edge,280.7222827,0,0.3,0,1,0.6,8,19
S3,603,24.69817807,edge,280.7222827,0,0.3,0,1,0.6,8,19
S4,608,29.15475947,edge,280.7222827,0,0.3,0,1,0.6,8,19
S5,611,21.47091055,edge,280.7222827,0,0.3,0,1,0.6,8,19
S6,713,11.18033989,edge,280.7222827,0,0.3,0,1,0.6,8,19
S7,664,17.4642492,edge,280.7222827,0,0.3,0,1,0.6,8,19
S8,592,36.67424164,edge,280.7222827,0,0.3,0,1,0.6,8,19
S9,542,47.85394446,edge,280.7222827,0,0.3,0,1,0.6,8,19
S10,570,51.26402247,edge,280.7222827,0,0.3,0,1,0.6,8,19
S11,581,43.60045871,edge,280.7222827,0,0.3,0,1,0.6,8,19
S12,652,28.63564213,edge,280.7222827,0,0.3,0,1,0.6,8,19
S13,721,8.062257748,edge,280.7222827,0,0.3,0,1,0.6,8,19
S14,684,26.83281573,edge,280.7222827,0,0.3,0,1,0.6,8,19
S15,582,49.04079934,edge,280.7222827,0,0.3,0,1,0.6,8,19
S16,531,69.63476143,edge,280.7222827,0,0.3,0,1,0.6,8,19
S17,532,74.04052944,center,280.7222827,0,0.3,0,1,0.6,8,19
S18,566,61.6116872,edge,280.7222827,0,0.3,0,1,0.6,8,19
S19,593,39.84971769,edge,280.7222827,0,0.3,0,1,0.6,8,19
S20,644,17.08800749,edge,280.7222827,0,0.3,0,1,0.6,8,19
S21,768,11.3137085,edge,280.7222827,0,0.3,0,1,0.6,8,19
S22,676,32.984845,edge,280.7222827,0,0.3,0,1,0.6,8,19
S23,570,55.36244214,edge,280.7222827,0,0.3,0,1,0.6,8,19
S24,574,77.82673063,center,280.7222827,0,0.3,0,1,0.6,8,19
S25,519,88.02272434,center,280.7222827,0,0.3,0,1,0.6,8,19
S26,517,66.21178143,edge,280.7222827,0,0.3,0,1,0.6,8,19
S27,546,44.18144407,edge,280.7222827,0,0.3,0,1,0.6,8,19
S28,616,20.39607805,edge,280.7222827,0,0.3,0,1,0.6,8,19
S29,681,24.18677324,edge,280.7222827,0,0.3,0,1,0.6,8,19
S30,586,46.32493929,edge,280.7222827,0,0.3,0,1,0.6,8,19
S31,543,61.84658438,edge,280.7222827,0,0.3,0,1,0.6,8,19
S32,555,65.78753681,edge,280.7222827,0,0.3,0,1,0.6,8,19
S33,521,55.90169944,edge,280.7222827,0,0.3,0,1,0.6,8,19
S34,598,34.92849839,edge,280.7222827,0,0.3,0,1,0.6,8,19
S35,618,12.64911064,edge,280.7222827,0,0.3,0,1,0.6,8,19
S36,712,15,edge,280.7222827,0,0.3,0,1,0.6,8,19
S37,650,30.41381265,edge,280.7222827,0,0.3,0,1,0.6,8,19
S38,596,39,edge,280.7222827,0,0.3,0,1,0.6,8,19
S39,593,42.29657197,edge,280.7222827,0,0.3,0,1,0.6,8,19
S40,575,35.11409973,edge,280.7222827,0,0.3,0,1,0.6,8,19
S41,634,22.82542442,edge,280.7222827,0,0.3,0,1,0.6,8,19
S42,690,9.433981132,edge,280.7222827,0,0.3,0,1,0.6,8,19
S43,593,16.2788206,edge,280.7222827,0,0.3,0,1,0.6,8,19
S44,669,18.68154169,edge,280.7222827,0,0.3,0,1,0.6,8,19
S45,637,13.41640786,edge,280.7222827,0,0.3,0,1,0.6,8,19
S46,726,3,edge,280.7222827,0,0.3,0,1,0.6,8,19
S1,731,5.385164807,edge,279.3080736,0,0.3,0,1,0.6,8,1
S2,738,6.32455532,edge,279.3080736,0,0.3,0,1,0.6,8,1
S3,633,16.76305461,edge,279.3080736,0,0.3,0,1,0.6,8,1
S4,632,25.49509757,edge,279.3080736,0,0.3,0,1,0.6,8,1
S5,584,28.63564213,edge,279.3080736,0,0.3,0,1,0.6,8,1
S6,605,22.13594362,edge,279.3080736,0,0.3,0,1,0.6,8,1
S7,645,12.20655562,edge,279.3080736,0,0.3,0,1,0.6,8,1
S8,638,17.49285568,edge,279.3080736,0,0.3,0,1,0.6,8,1
S9,571,37.16180835,edge,279.3080736,0,0.3,0,1,0.6,8,1
S10,567,48.27007354,edge,279.3080736,0,0.3,0,1,0.6,8,1
S11,504,52.34500931,edge,279.3080736,0,0.3,0,1,0.6,8,1
S12,584,43.41658669,edge,279.3080736,0,0.3,0,1,0.6,8,1
S13,618,29.73213749,edge,279.3080736,0,0.3,0,1,0.6,8,1
S14,655,7.810249676,edge,279.3080736,0,0.3,0,1,0.6,8,1
S15,603,26.92582404,edge,279.3080736,0,0.3,0,1,0.6,8,1
S16,524,49.24428901,edge,279.3080736,0,0.3,0,1,0.6,8,1
S17,527,69.89277502,center,279.3080736,0,0.3,0,1,0.6,8,1
S18,535,75,center,279.3080736,0,0.3,0,1,0.6,8,1
S19,534,61.29437168,edge,279.3080736,0,0.3,0,1,0.6,8,1
S20,540,40.31128874,edge,279.3080736,0,0.3,0,1,0.6,8,1
S21,644,17.2626765,edge,279.3080736,0,0.3,0,1,0.6,8,1
S22,693,8.062257748,edge,279.3080736,0,0.3,0,1,0.6,8,1
S23,596,31.25699922,edge,279.3080736,0,0.3,0,1,0.6,8,1
S24,569,54.08326913,edge,279.3080736,0,0.3,0,1,0.6,8,1
S25,512,75.23961722,center,279.3080736,0,0.3,0,1,0.6,8,1
S26,490,86.12200648,center,279.3080736,0,0.3,0,1,0.6,8,1
S27,525,67.36467917,edge,279.3080736,0,0.3,0,1,0.6,8,1
S28,572,43.56604182,edge,279.3080736,0,0.3,0,1,0.6,8,1
S29,632,20.24845673,edge,279.3080736,0,0.3,0,1,0.6,8,1
S30,607,21.84032967,edge,279.3080736,0,0.3,0,1,0.6,8,1
S31,543,45.39823785,edge,279.3080736,0,0.3,0,1,0.6,8,1
S32,517,60.37383539,edge,279.3080736,0,0.3,0,1,0.6,8,1
S33,510,62.93647591,edge,279.3080736,0,0.3,0,1,0.6,8,1
S34,547,55.97320788,edge,279.3080736,0,0.3,0,1,0.6,8,1
S35,548,35.35533906,edge,279.3080736,0,0.3,0,1,0.6,8,1
S36,691,14.2126704,edge,279.3080736,0,0.3,0,1,0.6,8,1
S37,662,12.04159458,edge,279.3080736,0,0.3,0,1,0.6,8,1
S38,603,28.23118843,edge,279.3080736,0,0.3,0,1,0.6,8,1
S39,592,38.27531842,edge,279.3080736,0,0.3,0,1,0.6,8,1
S40,528,40.70626487,edge,279.3080736,0,0.3,0,1,0.6,8,1
S41,541,34,edge,279.3080736,0,0.3,0,1,0.6,8,1
S42,584,22.20360331,edge,279.3080736,0,0.3,0,1,0.6,8,1
S43,691,6.708203932,edge,279.3080736,0,0.3,0,1,0.6,8,1
S44,690,15.5241747,edge,279.3080736,0,0.3,0,1,0.6,8,1
S45,615,18.24828759,edge,279.3080736,0,0.3,0,1,0.6,8,1
S46,595,12.20655562,edge,279.3080736,0,0.3,0,1,0.6,8,1
S47,673,4.242640687,edge,279.3080736,0,0.3,0,1,0.6,8,1
S1,657,5.656854249,edge,277.9010615,0,0.3,0,1,0.6,8,20
S2,659,15.26433752,edge,277.9010615,0,0.3,0,1,0.6,8,20
S3,589,25.49509757,edge,277.9010615,0,0.3,0,1,0.6,8,20
S4,560,28.28427125,edge,277.9010615,0,0.3,0,1,0.6,8,20
S5,620,19.31320792,edge,277.9010615,0,0.3,0,1,0.6,8,20
S6,619,10,edge,277.9010615,0,0.3,0,1,0.6,8,20
S7,619,18.02775638,edge,277.9010615,0,0.3,0,1,0.6,8,20
S8,603,37.64306045,edge,277.9010615,0,0.3,0,1,0.6,8,20
S9,522,47.92702787,edge,277.9010615,0,0.3,0,1,0.6,8,20
S10,535,51.623638,edge,277.9010615,0,0.3,0,1,0.6,8,20
S11,563,42.57933771,edge,277.9010615,0,0.3,0,1,0.6,8,20
S12,628,26.92582404,edge,277.9010615,0,0.3,0,1,0.6,8,20
S13,736,6.403124237,edge,277.9010615,0,0.3,0,1,0.6,8,20
S14,567,27.29468813,edge,277.9010615,0,0.3,0,1,0.6,8,20
S15,548,49.72926704,edge,277.9010615,0,0.3,0,1,0.6,8,20
S16,539,68.8839604,edge,277.9010615,0,0.3,0,1,0.6,8,20
S17,539,72.9177619,center,277.9010615,0,0.3,0,1,0.6,8,20
S18,571,59.9082632,edge,277.9010615,0,0.3,0,1,0.6,8,20
S19,614,37.16180835,edge,277.9010615,0,0.3,0,1,0.6,8,20
S20,666,14.76482306,edge,277.9010615,0,0.3,0,1,0.6,8,20
S21,688,12.04159458,edge,277.9010615,0,0.3,0,1,0.6,8,20
S22,607,32.64965543,edge,277.9010615,0,0.3,0,1,0.6,8,20
S23,565,55.08175742,edge,277.9010615,0,0.3,0,1,0.6,8,20
S24,525,77.36924454,center,277.9010615,0,0.3,0,1,0.6,8,20
S25,532,86.53900855,center,277.9010615,0,0.3,0,1,0.6,8,20
S26,586,64.19501538,edge,277.9010615,0,0.3,0,1,0.6,8,20
S27,609,41.97618372,edge,277.9010615,0,0.3,0,1,0.6,8,20
S28,723,18,edge,277.9010615,0,0.3,0,1,0.6,8,20
S29,648,23.70653918,edge,277.9010615,0,0.3,0,1,0.6,8,20
S30,579,45.61797891,edge,277.9010615,0,0.3,0,1,0.6,8,20
S31,537,61.09828148,edge,277.9010615,0,0.3,0,1,0.6,8,20
S32,544,64.88451279,edge,277.9010615,0,0.3,0,1,0.6,8,20
S33,554,53.82378656,edge,277.9010615,0,0.3,0,1,0.6,8,20
S34,651,33.24154028,edge,277.9010615,0,0.3,0,1,0.6,8,20
S35,705,11.18033989,edge,277.9010615,0,0.3,0,1,0.6,8,20
S36,673,13.92838828,edge,277.9010615,0,0.3,0,1,0.6,8,20
S37,619,29.73213749,edge,277.9010615,0,0.3,0,1,0.6,8,20
S38,574,39.66106403,edge,277.9010615,0,0.3,0,1,0.6,8,20
S39,555,42.42640687,edge,277.9010615,0,0.3,0,1,0.6,8,20
S40,581,33.73425559,edge,277.9010615,0,0.3,0,1,0.6,8,20
S41,689,21.1896201,edge,277.9010615,0,0.3,0,1,0.6,8,20
S42,708,8.062257748,edge,277.9010615,0,0.3,0,1,0.6,8,20
S43,654,16.1245155,edge,277.9010615,0,0.3,0,1,0.6,8,20
S44,665,18.97366596,edge,277.9010615,0,0.3,0,1,0.6,8,20
S45,689,11.40175425,edge,277.9010615,0,0.3,0,1,0.6,8,20
S46,730,3.16227766,edge,277.9010615,0,0.3,0,1,0.6,8,20
S1,696,5.830951895,edge,280.0178566,0,0.3,0,1,0.6,8,21
S2,632,14.86606875,edge,280.0178566,0,0.3,0,1,0.6,8,21
S3,616,24.69817807,edge,280.0178566,0,0.3,0,1,0.6,8,21
S4,592,29.15475947,edge,280.0178566,0,0.3,0,1,0.6,8,21
S5,604,22.20360331,edge,280.0178566,0,0.3,0,1,0.6,8,21
S6,657,12.04159458,edge,280.0178566,0,0.3,0,1,0.6,8,21
S7,581,16.15549442,edge,280.0178566,0,0.3,0,1,0.6,8,21
S8,572,35.80502758,edge,280.0178566,0,0.3,0,1,0.6,8,21
S9,531,47.80167361,edge,280.0178566,0,0.3,0,1,0.6,8,21
S10,571,52.39274759,edge,280.0178566,0,0.3,0,1,0.6,8,21
S11,532,42.95346319,edge,280.0178566,0,0.3,0,1,0.6,8,21
S12,565,31.30495168,edge,280.0178566,0,0.3,0,1,0.6,8,21
S13,661,9.486832981,edge,280.0178566,0,0.3,0,1,0.6,8,21
S14,521,27.45906044,edge,280.0178566,0,0.3,0,1,0.6,8,21
S15,537,49.2036584,edge,280.0178566,0,0.3,0,1,0.6,8,21
S16,561,68.44705983,edge,280.0178566,0,0.3,0,1,0.6,8,21
S17,542,75.66372975,center,280.0178566,0,0.3,0,1,0.6,8,21
S18,571,63.07138812,edge,280.0178566,0,0.3,0,1,0.6,8,21
S19,639,40.79215611,edge,280.0178566,0,0.3,0,1,0.6,8,21
S20,651,17.88854382,edge,280.0178566,0,0.3,0,1,0.6,8,21
S21,660,7.071067812,edge,280.0178566,0,0.3,0,1,0.6,8,21
S22,537,29.41088234,edge,280.0178566,0,0.3,0,1,0.6,8,21
S23,538,52.49761899,edge,280.0178566,0,0.3,0,1,0.6,8,21
S24,509,75.66372975,center,280.0178566,0,0.3,0,1,0.6,8,21
S25,501,86.53900855,center,280.0178566,0,0.3,0,1,0.6,8,21
S26,541,66.73080248,edge,280.0178566,0,0.3,0,1,0.6,8,21
S27,593,44.77722635,edge,280.0178566,0,0.3,0,1,0.6,8,21
S28,625,21.58703314,edge,280.0178566,0,0.3,0,1,0.6,8,21
S29,558,22.20360331,edge,280.0178566,0,0.3,0,1,0.6,8,21
S30,533,43.96589587,edge,280.0178566,0,0.3,0,1,0.6,8,21
S31,551,57.98275606,edge,280.0178566,0,0.3,0,1,0.6,8,21
S32,525,65,edge,280.0178566,0,0.3,0,1,0.6,8,21
S33,533,55.47071299,edge,280.0178566,0,0.3,0,1,0.6,8,21
S34,627,35.84689666,edge,280.0178566,0,0.3,0,1,0.6,8,21
S35,716,14.76482306,edge,280.0178566,0,0.3,0,1,0.6,8,21
S36,713,11.40175425,edge,280.0178566,0,0.3,0,1,0.6,8,21
S37,580,25.96150997,edge,280.0178566,0,0.3,0,1,0.6,8,21
S38,546,35.84689666,edge,280.0178566,0,0.3,0,1,0.6,8,21
S39,561,42.10700654,edge,280.0178566,0,0.3,0,1,0.6,8,21
S40,554,33.24154028,edge,280.0178566,0,0.3,0,1,0.6,8,21
S41,580,22.627417,edge,280.0178566,0,0.3,0,1,0.6,8,21
S42,728,3.605551275,edge,280.0178566,0,0.3,0,1,0.6,8,21
S43,616,7.071067812,edge,280.0178566,0,0.3,0,1,0.6,8,21
S44,620,14,edge,280.0178566,0,0.3,0,1,0.6,8,21
S45,662,18.24828759,edge,280.0178566,0,0.3,0,1,0.6,8,21
S46,626,12.04159458,edge,280.0178566,0,0.3,0,1,0.6,8,21
S47,689,2.828427125,edge,280.0178566,0,0.3,0,1,0.6,8,21
S1,671,5,edge,276.4796557,0,0.3,0,1,0.6,8,22
S2,615,16.15549442,edge,276.4796557,0,0.3,0,1,0.6,8,22
S3,619,24.08318916,edge,276.4796557,0,0.3,0,1,0.6,8,22
S4,597,27.85677655,edge,276.4796557,0,0.3,0,1,0.6,8,22
S5,595,20.59126028,edge,276.4796557,0,0.3,0,1,0.6,8,22
S6,643,10.81665383,edge,276.4796557,0,0.3,0,1,0.6,8,22
S7,632,18.02775638,edge,276.4796557,0,0.3,0,1,0.6,8,22
S8,572,37.01351105,edge,276.4796557,0,0.3,0,1,0.6,8,22
S9,534,48.0416486,edge,276.4796557,0,0.3,0,1,0.6,8,22
S10,539,50.99019514,edge,276.4796557,0,0.3,0,1,0.6,8,22
S11,532,43.17406629,edge,276.4796557,0,0.3,0,1,0.6,8,22
S12,576,26.92582404,edge,276.4796557,0,0.3,0,1,0.6,8,22
S13,638,5,edge,276.4796557,0,0.3,0,1,0.6,8,22
S14,628,28.16025568,edge,276.4796557,0,0.3,0,1,0.6,8,22
S15,530,50.28916384,edge,276.4796557,0,0.3,0,1,0.6,8,22
S16,523,69.7782201,center,276.4796557,0,0.3,0,1,0.6,8,22
S17,531,74.04052944,center,276.4796557,0,0.3,0,1,0.6,8,22
S18,537,58.18075283,edge,276.4796557,0,0.3,0,1,0.6,8,22
S19,549,38.48376281,edge,276.4796557,0,0.3,0,1,0.6,8,22
S20,586,16.03121954,edge,276.4796557,0,0.3,0,1,0.6,8,22
S21,707,8.246211251,edge,276.4796557,0,0.3,0,1,0.6,8,22
S22,579,30.59411708,edge,276.4796557,0,0.3,0,1,0.6,8,22
S23,516,53.85164807,edge,276.4796557,0,0.3,0,1,0.6,8,22
S24,505,77.20103626,center,276.4796557,0,0.3,0,1,0.6,8,22
S25,522,85.32877592,center,276.4796557,0,0.3,0,1,0.6,8,22
S26,538,63.69458376,edge,276.4796557,0,0.3,0,1,0.6,8,22
S27,526,41.43669871,edge,276.4796557,0,0.3,0,1,0.6,8,22
S28,589,18.02775638,edge,276.4796557,0,0.3,0,1,0.6,8,22
S29,590,23.76972865,edge,276.4796557,0,0.3,0,1,0.6,8,22
S30,570,45.54119015,edge,276.4796557,0,0.3,0,1,0.6,8,22
S31,526,58.69412236,edge,276.4796557,0,0.3,0,1,0.6,8,22
S32,508,61.84658438,edge,276.4796557,0,0.3,0,1,0.6,8,22
S33,545,53.85164807,edge,276.4796557,0,0.3,0,1,0.6,8,22
S34,539,32.69556545,edge,276.4796557,0,0.3,0,1,0.6,8,22
S35,630,10.44030651,edge,276.4796557,0,0.3,0,1,0.6,8,22
S36,653,13.45362405,edge,276.4796557,0,0.3,0,1,0.6,8,22
S37,626,27.29468813,edge,276.4796557,0,0.3,0,1,0.6,8,22
S38,587,37.80211634,edge,276.4796557,0,0.3,0,1,0.6,8,22
S39,575,39,edge,276.4796557,0,0.3,0,1,0.6,8,22
S40,524,32.31098884,edge,276.4796557,0,0.3,0,1,0.6,8,22
S41,598,20.24845673,edge,276.4796557,0,0.3,0,1,0.6,8,22
S42,681,6.08276253,edge,276.4796557,0,0.3,0,1,0.6,8,22
S43,642,16.2788206,edge,276.4796557,0,0.3,0,1,0.6,8,22
S44,626,16.1245155,edge,276.4796557,0,0.3,0,1,0.6,8,22
S45,638,12.08304597,edge,276.4796557,0,0.3,0,1,0.6,8,22
S1,635,5.830951895,edge,280.7222827,0,0.3,0,1,0.6,8,23
S2,644,15.8113883,edge,280.7222827,0,0.3,0,1,0.6,8,23
S3,642,23.85372088,edge,280.7222827,0,0.3,0,1,0.6,8,23
S4,604,28.63564213,edge,280.7222827,0,0.3,0,1,0.6,8,23
S5,577,20.59126028,edge,280.7222827,0,0.3,0,1,0.6,8,23
S6,594,11.18033989,edge,280.7222827,0,0.3,0,1,0.6,8,23
S7,631,17.88854382,edge,280.7222827,0,0.3,0,1,0.6,8,23
S8,598,37.44329045,edge,280.7222827,0,0.3,0,1,0.6,8,23
S9,562,45.88027899,edge,280.7222827,0,0.3,0,1,0.6,8,23
S10,546,51.26402247,edge,280.7222827,0,0.3,0,1,0.6,8,23
S11,546,43.17406629,edge,280.7222827,0,0.3,0,1,0.6,8,23
S12,558,29.06888371,edge,280.7222827,0,0.3,0,1,0.6,8,23
S13,608,9.219544457,edge,280.7222827,0,0.3,0,1,0.6,8,23
S14,609,26.40075756,edge,280.7222827,0,0.3,0,1,0.6,8,23
S15,572,48.70318265,edge,280.7222827,0,0.3,0,1,0.6,8,23
S16,519,69.23149572,edge,280.7222827,0,0.3,0,1,0.6,8,23
S17,525,74.21590126,center,280.7222827,0,0.3,0,1,0.6,8,23
S18,530,62.20128616,edge,280.7222827,0,0.3,0,1,0.6,8,23
S19,524,39.3192065,edge,280.7222827,0,0.3,0,1,0.6,8,23
S20,607,15.8113883,edge,280.7222827,0,0.3,0,1,0.6,8,23
S21,680,7.810249676,edge,280.7222827,0,0.3,0,1,0.6,8,23
S22,615,30.41381265,edge,280.7222827,0,0.3,0,1,0.6,8,23
S23,540,54.23098745,edge,280.7222827,0,0.3,0,1,0.6,8,23
S24,500,77.87810989,center,280.7222827,0,0.3,0,1,0.6,8,23
S25,534,87.98295289,center,280.7222827,0,0.3,0,1,0.6,8,23
S26,509,67.44627492,edge,280.7222827,0,0.3,0,1,0.6,8,23
S27,550,44.77722635,edge,280.7222827,0,0.3,0,1,0.6,8,23
S28,607,21.84032967,edge,280.7222827,0,0.3,0,1,0.6,8,23
S29,598,25.49509757,edge,280.7222827,0,0.3,0,1,0.6,8,23
S30,602,45.22167622,edge,280.7222827,0,0.3,0,1,0.6,8,23
S31,573,60.74537019,edge,280.7222827,0,0.3,0,1,0.6,8,23
S32,534,65.80273551,edge,280.7222827,0,0.3,0,1,0.6,8,23
S33,525,55.54277631,edge,280.7222827,0,0.3,0,1,0.6,8,23
S34,578,36.40054945,edge,280.7222827,0,0.3,0,1,0.6,8,23
S35,612,13.92838828,edge,280.7222827,0,0.3,0,1,0.6,8,23
S36,706,13,edge,280.7222827,0,0.3,0,1,0.6,8,23
S37,593,28.46049894,edge,280.7222827,0,0.3,0,1,0.6,8,23
S38,603,38.32753579,edge,280.7222827,0,0.3,0,1,0.6,8,23
